Movie_Title,Genre,Director,Release_Year,Budget,Box_Office,Runtime,IMDB_Rating,Language,Production_Company,Release_Month,Critic_Reviews,Audience_Reviews,Hit_Or_Flop,Tomatometer
Eye event.,Thriller,Michael Miller,1993,127.136,249.529,110.0,4.02,German,New Line Cinema,Oct,6.9,4.2,Hit,85
Administration key why.,Action,Mrs. Katie Boone DDS,2000,212.984,86.965,127.0,5.98,French,Disney,Aug,5.0,0.9,Flop,4
I per moment.,Action,Danielle Potter,2001,251.637,88.989,84.0,9.84,Mandarin,Fox,Dec,3.5,2.9,Flop,75
Sell anything four himself.,Comedy,Dana Bryant,2019,25.575,85.964,163.0,4.73,German,Lionsgate,May,8.4,5.9,Hit,12
Evening choose imagine once house.,Action,Dana Bryant,2002,116.091,316.61,138.0,9.84,Japanese,Sony Pictures,Nov,0.6,1.3,Hit,77
Will well speak.,Drama,Randall Wilson,2015,110.14,288.365,143.0,2.04,German,Warner Bros,Sep,2.2,4.4,Hit,30
System part note gas certainly.,Sci-Fi,Emily Lewis DDS,1995,165.902,382.234,103.0,1.3,Mandarin,Paramount,May,5.9,8.5,Hit,81
Leave exist country.,Romance,Joseph Swanson,2013,147.928,149.927,,5.42,Mandarin,Lionsgate,Nov,9.0,7.4,Hit,40
Democrat fly.,Thriller,Caleb Barnes,2020,35.86,25.151,102.0,6.34,French,Lionsgate,Oct,5.6,,Flop,86
Onto between positive lot image.,Romance,Michelle Wagner,2002,232.408,348.22,143.0,4.58,English,Disney,May,9.4,1.9,Hit,39
Eight morning final wife.,Comedy,Caleb Barnes,2023,228.098,37.151,103.0,4.91,Mandarin,Disney,Dec,6.5,4.7,Flop,90
Their maintain drive field.,Horror,Melissa Smith,1999,175.42,45.679,171.0,4.78,Japanese,Sony Pictures,May,0.4,2.3,Flop,1
Their ok tax a respond.,Comedy,Randy Lewis,1999,104.048,5.894,101.0,8.01,Hindi,Disney,Jan,6.6,8.0,Flop,40
It consider article black.,Romance,Andrew Krause,2008,214.323,250.932,92.0,9.4,German,Universal Pictures,Feb,5.2,1.2,Hit,72
Which especially federal world.,Drama,Paul Watson,2008,34.231,826.76,143.0,8.28,Japanese,Warner Bros,Mar,3.0,5.3,Hit,87
Lose production what some garden.,Drama,Dustin Mosley,2024,155.709,4641.92,95.0,3.83,Hindi,Universal Pictures,Jun,1.3,3.6,Hit,91
Window reduce lot concern.,Comedy,Ashley Williams,2016,253.313,41.542,126.0,9.29,Hindi,Disney,Sep,1.1,5.5,Flop,78
People carry shake laugh majority.,Horror,Randy Lewis,2012,77.186,286.788,131.0,4.58,Hindi,Warner Bros,Jun,5.0,4.9,Hit,46
Modern hot nation yeah show.,Comedy,Alicia Lawrence,1995,37.418,229.479,135.0,7.82,Spanish,New Line Cinema,Jun,0.2,4.0,Hit,72
She tell part suddenly.,Sci-Fi,John Barnett,2021,,69.109,119.0,5.39,English,New Line Cinema,Feb,7.2,1.0,Hit,45
Too perhaps stage.,Comedy,Ruben Lynch,1992,170.336,423.111,97.0,8.62,Japanese,Paramount,Jan,6.0,7.7,Hit,69
Address expect thousand high.,Horror,Ashley Williams,1997,,42.074,84.0,3.82,Spanish,Disney,Feb,3.5,7.4,Flop,30
Less down animal.,Action,John Barnett,2005,162.985,21.9,161.0,4.95,Japanese,Paramount,Dec,7.2,2.5,Flop,43
Member who even.,Sci-Fi,William Price,2016,,684.9,102.0,7.01,German,Lionsgate,Apr,9.4,7.7,Flop,45
Site health.,Sci-Fi,Tasha Reyes,1999,120.469,3891.92,86.0,3.08,Japanese,New Line Cinema,Mar,6.3,1.0,Hit,44
Majority policy.,Action,Nancy Shah,2011,128.551,12.14,144.0,7.62,German,Warner Bros,May,5.6,7.5,Flop,40
Box environment condition stock hand.,Romance,Randy Lewis,1999,115.027,20.919,172.0,5.16,Hindi,Fox,Jan,3.4,8.9,Flop,33
Air nation onto.,Horror,Kayla Mcconnell,2003,111.278,238.112,92.0,1.11,French,Universal Pictures,Jan,7.2,9.2,Hit,61
Report simple institution.,Thriller,Joseph Swanson,1995,24.792,453.824,135.0,3.76,Japanese,Fox,Jan,2.6,0.3,Hit,98
Pattern other.,Action,Alicia Lawrence,2007,64.812,47.253,94.0,6.29,Mandarin,Fox,Feb,2.0,9.0,Flop,39
Pull public.,Action,Nancy Shah,1995,238.865,256.054,139.0,1.64,English,Warner Bros,Aug,0.4,6.9,Hit,89
Kind street.,Drama,Kimberly Jimenez,2018,249.6,1725.65,,5.65,Japanese,Lionsgate,Jan,1.1,4.8,Flop,46
Imagine scientist top.,Horror,Maria Gilbert,2016,187.784,18.883,171.0,3.27,English,Disney,Apr,4.9,0.1,Flop,17
Strategy usually move economic assume.,Horror,Heidi Ritter,2003,159.464,431.279,83.0,1.67,English,Sony Pictures,May,7.0,4.6,Hit,95
Research trip.,Horror,Alicia Lawrence,2023,280.767,1090.27,97.0,7.77,German,Lionsgate,Oct,9.9,0.2,Flop,61
Bed around yes decide.,Action,Melissa Smith,2019,61.694,396.53,,7.72,Japanese,Universal Pictures,Dec,0.6,9.1,Flop,29
Industry professional land many.,Drama,Tammy Gonzalez,1990,54.667,335.183,,5.25,Japanese,New Line Cinema,Jun,7.6,0.5,Hit,29
Blood eight official actually third.,Horror,Donna Richards,2007,192.915,455.498,,6.86,Japanese,Paramount,May,3.9,,Hit,59
Now it security thing positive.,Drama,Melissa Smith,1999,277.168,15.837,145.0,1.72,German,Disney,Apr,9.1,5.6,Flop,56
Build in against.,Action,Danielle Potter,2009,275.33,1494.87,130.0,8.69,Spanish,Universal Pictures,Dec,2.2,9.0,Flop,32
Ground blue career address hot.,Horror,Debbie Howe,2013,138.856,390.291,,5.83,Spanish,Fox,Oct,6.9,9.6,Hit,70
Itself could drug face establish.,Horror,Paul Watson,2002,181.532,117.205,136.0,3.86,German,Fox,Sep,0.6,1.7,Flop,11
Offer maintain beyond someone.,Comedy,Maria Gilbert,2010,112.095,95.95,124.0,5.4,Hindi,Sony Pictures,Oct,9.1,,Flop,80
Party political into.,Romance,Paul Watson,1997,124.876,74.344,179.0,2.2,Mandarin,Universal Pictures,Nov,9.1,7.2,Flop,14
Ahead start two receive.,Horror,Jennifer Smith,2011,94.457,497.159,127.0,1.02,Spanish,Fox,Nov,8.5,,Hit,21
Suggest beyond president.,Thriller,Dana Bryant,2008,36.7,395.942,109.0,7.1,German,Fox,Jun,5.0,9.7,Hit,56
Week message research important hair.,Romance,Melissa Smith,2002,82.204,67.778,95.0,9.01,German,Fox,Jan,4.3,,Flop,17
Physical I trial well.,Comedy,Paul Watson,2014,73.978,440.353,93.0,7.65,Spanish,New Line Cinema,Apr,4.3,0.3,Hit,78
Station budget again thank.,Thriller,Randy Lewis,2022,22.773,94.466,141.0,8.5,German,Lionsgate,May,3.7,,Hit,33
Center someone Republican reality.,Comedy,Randy Lewis,2014,17.853,1881.1699999999998,98.0,8.97,French,Fox,Mar,3.1,8.5,Hit,22
Hotel beyond.,Thriller,Mrs. Katie Boone DDS,2023,195.253,37.598,117.0,7.17,Mandarin,Sony Pictures,Nov,1.7,7.6,Flop,70
Quality call marriage various.,Drama,Alicia Lawrence,1999,93.872,279.243,150.0,6.95,Mandarin,Fox,Aug,5.7,0.3,Hit,87
As several career.,Horror,Heidi Ritter,2009,163.596,933.6400000000001,108.0,8.44,English,Disney,Nov,7.3,6.3,Flop,77
Least product society official necessary.,Comedy,Christine Gonzalez,1996,232.325,38.839999999999996,,1.91,Mandarin,New Line Cinema,Jan,8.1,6.4,Flop,60
Teach out subject top.,Sci-Fi,Alicia Lawrence,2021,164.022,38.064,83.0,6.46,Mandarin,Sony Pictures,Jul,9.8,0.1,Flop,61
Learn remain.,Sci-Fi,Andrew Krause,2013,170.709,75.698,96.0,5.06,German,Lionsgate,Apr,2.7,4.4,Flop,11
Hope affect glass likely each.,Horror,George Williams,1990,106.437,385.7,,7.22,Mandarin,Sony Pictures,Feb,8.5,6.5,Flop,60
Strategy feel level.,Thriller,Emily Lewis DDS,2004,284.241,376.954,136.0,9.41,Hindi,Lionsgate,Aug,1.7,8.5,Hit,38
Fast weight receive million.,Romance,Kevin Sims,2002,24.794,256.994,146.0,9.27,French,Disney,Aug,2.7,3.3,Hit,87
Now include recently test force.,Sci-Fi,Hayden Tyler,1995,56.15,181.453,149.0,1.74,French,New Line Cinema,Oct,1.3,9.9,Hit,48
Different main such respond.,Sci-Fi,Kimberly Jimenez,2008,42.216,407.496,127.0,7.92,Spanish,Universal Pictures,Oct,6.6,4.6,Hit,66
Red cold arrive.,Romance,Jimmy Morton,2004,89.629,11.443,,4.54,Hindi,Fox,Dec,3.0,1.9,Flop,51
Quite finish vote.,Horror,Jennifer Smith,2006,202.96,225.474,,9.02,Spanish,Universal Pictures,Jul,1.3,9.4,Hit,94
Meet lawyer.,Comedy,Yvonne Reynolds,2008,234.115,444.274,148.0,1.17,Hindi,Warner Bros,May,4.2,6.3,Hit,30
Cell may.,Sci-Fi,Ashley Williams,2018,,2217.92,86.0,1.8,French,Paramount,Oct,7.6,3.8,Flop,12
Large exactly arrive let.,Romance,Elizabeth Davis,1998,145.292,1840.97,,4.41,German,Fox,Apr,6.3,9.8,Hit,19
News deal market especially.,Sci-Fi,Maria Gilbert,2004,92.956,3732.7300000000005,153.0,2.54,Hindi,New Line Cinema,Jun,6.0,3.6,Hit,4
Particular authority then today.,Comedy,Marcus Chen,1997,39.049,316.797,150.0,3.95,German,Paramount,Jan,8.6,0.4,Hit,73
Like know story peace.,Comedy,Marcus Chen,1990,160.915,438.016,157.0,4.76,Mandarin,Lionsgate,Jul,3.0,4.7,Hit,76
Last wear.,Comedy,Nicholas Bates,2011,126.619,331.58,162.0,6.6,French,Disney,May,6.2,,Hit,28
Activity one.,Action,Carol Diaz,2008,,201.179,93.0,6.18,English,Disney,Apr,5.2,3.0,Hit,31
Control war.,Action,Nicholas Bates,2007,32.232,4079.5299999999997,151.0,3.31,German,Universal Pictures,May,5.4,2.3,Hit,5
Bad chance six our.,Sci-Fi,Heidi Ritter,2017,260.035,3009.02,172.0,8.99,German,Disney,May,7.5,9.3,Hit,40
Drop hold that.,Horror,John Barnett,2015,76.542,493.716,114.0,6.96,Spanish,Warner Bros,Aug,5.7,,Hit,14
Ok them.,Sci-Fi,Michael Miller,2008,239.565,102.37,84.0,4.95,Japanese,Universal Pictures,Mar,4.9,3.9,Flop,67
Congress offer without art choose.,Sci-Fi,Heidi Ritter,2014,,133.693,111.0,5.94,Japanese,Universal Pictures,Mar,5.5,7.2,Flop,11
Night market.,Sci-Fi,Joseph Moore,2019,230.584,356.58,117.0,1.69,Spanish,New Line Cinema,Feb,2.7,7.4,Hit,75
Force talk window road bad.,Romance,Tasha Reyes,1998,171.434,20.294,180.0,3.35,English,Disney,Nov,5.5,7.8,Flop,8
Clear eye store red.,Action,Ashley Williams,2009,245.953,1622.19,91.0,5.95,English,Sony Pictures,Dec,8.8,0.6,Flop,23
Imagine authority.,Action,Danielle Potter,2003,64.77,354.645,179.0,4.82,German,Warner Bros,Oct,3.1,,Hit,72
Risk candidate others.,Thriller,Melissa Smith,2015,75.583,473.542,124.0,4.15,English,Paramount,Nov,8.9,1.5,Hit,39
Night customer energy include.,Thriller,Ashley Williams,2018,,234.825,91.0,4.56,Spanish,Warner Bros,Oct,0.8,0.8,Hit,6
Visit specific task others arrive.,Comedy,Maria Gilbert,1996,102.591,200.501,138.0,5.07,Hindi,Universal Pictures,Oct,5.8,3.4,Hit,32
Family fast personal hard.,Comedy,Joseph Moore,2021,34.524,278.611,,8.83,French,Paramount,Nov,4.2,1.5,Hit,29
Free sign PM community.,Comedy,Mr. Brian Tucker,2022,279.628,31.805,92.0,2.61,German,Warner Bros,Dec,1.0,6.7,Flop,11
Consumer food offer property finish.,Horror,Jimmy Morton,2016,260.741,338.995,103.0,7.5,English,Paramount,Apr,7.3,,Hit,88
Perhaps see speak civil field.,Thriller,Joanne Harris,2017,81.234,82.054,85.0,7.76,Japanese,Disney,Apr,4.6,8.8,Hit,26
Customer spring.,Drama,George Williams,1995,177.969,435.288,92.0,7.92,Japanese,Paramount,May,3.1,5.4,Hit,97
Direction painting child usually.,Comedy,Nancy Shah,2023,152.228,308.804,133.0,4.74,French,Fox,May,2.4,3.2,Hit,37
Involve join star name.,Drama,Ruben Lynch,2015,110.943,372.324,83.0,4.46,French,Sony Pictures,Mar,5.9,1.9,Hit,19
Long size both culture.,Drama,Kevin Sims,2005,299.061,150.264,163.0,3.55,Japanese,Warner Bros,Sep,5.2,,Flop,91
Money off else up.,Thriller,George Williams,1991,128.647,17.246,166.0,6.92,Hindi,Disney,Jun,7.8,1.7,Flop,11
Impact politics especially light.,Thriller,Elizabeth Mann,2018,231.978,200.474,164.0,9.53,German,Sony Pictures,May,9.3,8.0,Flop,81
Mention expert your forget just.,Romance,Jennifer Smith,1992,19.786,37.239,106.0,6.25,French,New Line Cinema,Feb,9.6,7.3,Hit,35
This cut pretty later.,Sci-Fi,Tasha Reyes,2019,196.033,353.934,,1.56,Hindi,Lionsgate,May,3.9,5.0,Hit,92
Assume father growth speech.,Drama,Mr. Brian Tucker,2006,295.134,1877.73,180.0,5.23,German,Fox,Oct,6.0,9.5,Flop,5
Trip attorney design movie tax.,Horror,Debbie Howe,2009,231.779,311.28,,1.25,Hindi,Lionsgate,Sep,1.6,0.4,Flop,12
Remember others consider side.,Thriller,Paul Watson,2012,270.65,136.91,85.0,8.78,French,Sony Pictures,Jul,9.1,5.5,Flop,75
Long win.,Romance,Joseph Swanson,2015,257.736,489.16,162.0,3.65,German,Disney,Mar,3.2,9.2,Hit,5
Again expert water simply.,Action,John Barnett,1990,276.552,107.885,112.0,7.98,Japanese,Universal Pictures,Oct,9.9,1.7,Flop,64
Any station measure budget.,Sci-Fi,Caleb Barnes,2004,120.329,3553.6900000000005,,8.26,English,Universal Pictures,Sep,0.9,0.5,Hit,90
